"year","municip_number","municip","sea_area","population","popgrowth","unemployed","percent_wforce","distance","distance_rank","aqua_prod_ton","total_catch_ton","total_catch_ton_coast","total_catch_ton_11m","totobs"
2013,2023,"Gamvik",1688.92,1063,17,62,61.8,2391.313,74,0,10796.9624,10412.4261,3659.361,14
2013,2015,"Hasvik",2212.36,1023,-12,30,61.7,2145.45,67,0,16196.9085,12057.3269,5438.0319,14
2013,1832,"Hemnes",64.42,4620,-37,64,64.1,1452.152,11,0,0.4815,0.4815,0,10
2013,1874,"Moskenes",1473.84,1118,-1,21,67,1651.719,24,0,8056.3261,7635.3432,1307.3969,14
2013,2020,"Porsanger",1123.38,3968,-8,53,64.8,2256.224,71,0,99.97,99.97,94.574,14
2013,1856,"Rost",3361.27,565,3,12,70.1,1573.298,20,0,19480.2721,19256.2532,6831.6328,14
2013,2003,"Vadso",705.34,6163,20,93,65.5,2551.576,80,0,662.4364,662.4364,567.6225,14
2013,1857,"Vaeroy",1805.51,754,3,21,71.1,1625.878,22,0,26503.4703,13128.1644,2269.7968,14
2013,2002,"Vardo",1886.91,2128,10,76,61,2528.722,79,0,7038.9765,7038.9765,2884.5489,14
2014,1871,"Andoy",2136.96,4993,3,89,63,1847.183,42,0,16967.3327,16887.3407,2369.7625,14
2014,2028,"Batsfjord",1379.46,2207,4,97,65.9,2476.448,78,0,14923.3828,8729.4339,2044.1449,14
2014,2024,"Berlevag",1319.16,1057,0,35,64.6,2431.304,76,0,11025.3886,10912.3187,914.3884,14
2014,2023,"Gamvik",1688.92,1098,10,41,61.3,2391.313,74,0,10119.9638,9954.6412,4147.1819,14
2014,1832,"Hemnes",64.42,4553,3,64,63.8,1452.152,11,0,0.8195,0.8195,0,10
2014,1822,"Leirfjord",130.95,2188,12,56,66.7,1441.841,10,0,11.0488,11.0488,0.0938,14
2014,2020,"Porsanger",1123.38,3963,-9,49,65.8,2256.224,71,0,379.3159,379.3159,368.5375,14
2014,1856,"Rost",3361.27,566,-1,10,69.4,1573.298,20,0,19568.5389,19126.6112,8044.2279,14
2014,2003,"Vadso",705.34,6223,27,95,63.8,2551.576,80,0,969.8059,969.8059,645.615,14
2014,1857,"Vaeroy",1805.51,777,3,12,69.7,1625.878,22,0,31113.0566,11482.8335,2061.0561,14
2014,2002,"Vardo",1886.91,2119,8,86,60.9,2528.722,79,0,6698.3993,6596.476,2698.301,14
2015,1871,"Andoy",2136.96,4991,-5,97,61.3,1847.183,42,0,13550.1961,13475.7394,2046.2703,14
2015,2028,"Batsfjord",1379.46,2235,-10,86,63.5,2476.448,78,0,17660.2347,10800.5275,2516.391,14
2015,2024,"Berlevag",1319.16,1020,-10,18,64.2,2431.304,76,0,9228.062,9228.062,845.4446,14
2015,1859,"Flakstad",994.01,1358,-1,31,64.7,1680.052,25,0,12270.6978,12211.5894,4598.2077,14
2015,2023,"Gamvik",1688.92,1116,-2,33,58.7,2391.313,74,0,9232.8658,8927.792,3617.2017,14
2015,1832,"Hemnes",64.42,4528,-10,32,62.8,1452.152,11,0,0.0495,0.0495,0.0495,10
2015,2020,"Porsanger",1123.38,3925,18,49,63.2,2256.224,71,0,271.5325,271.5325,260.5005,14
2015,1856,"Rost",3361.27,545,-6,12,68.9,1573.298,20,0,17006.2046,16689.6044,7797.4303,14
2015,1812,"Somna",594.84,2063,-22,14,66.8,1341.503,2,0,0.7203,0.7203,0.7203,14
2015,2003,"Vadso",705.34,6239,21,83,61.9,2551.576,80,0,813.1303,812.9943,580.3661,14
2015,1857,"Vaeroy",1805.51,780,-2,16,64.1,1625.878,22,0,26227.0567,10223.3694,2053.0523,14
2015,2002,"Vardo",1886.91,2128,6,42,57.1,2528.722,79,0,7574.7282,7463.5246,3714.7417,14
2016,1871,"Andoy",2136.96,4980,-17,74,60,1847.183,42,0,15905.9291,15703.7559,2762.9057,14
2016,1933,"Balsfjord",244.81,5701,-7,68,64.2,1925.853,56,0,1.5127,1.5127,1.5127,10
2016,2024,"Berlevag",1319.16,1000,-8,18,61.1,2431.304,76,0,7868.4779,7851.8119,815.0741,14
2016,2023,"Gamvik",1688.92,1139,-5,40,58.7,2391.313,74,0,9123.4678,8181.6075,3114.9294,14
2016,1874,"Moskenes",1473.84,1062,-16,33,62.9,1651.719,24,0,6967.8054,6154.4007,1566.1715,14
2016,2020,"Porsanger",1123.38,3978,-20,53,62.2,2256.224,71,0,584.4282,584.4282,523.7427,14
2016,1856,"Rost",3361.27,551,-6,15,68.2,1573.298,20,0,17235.684,16470.7606,6597.1273,14
2016,2003,"Vadso",705.34,6160,3,83,62.7,2551.576,80,0,520.6702,520.6702,347.0998,14
2016,1857,"Vaeroy",1805.51,765,-8,21,67.8,1625.878,22,0,23840.319,8561.4443,1370.0893,14
2016,2002,"Vardo",1886.91,2137,-11,45,57.8,2528.722,79,0,6549.6569,6114.9449,3384.4621,14
2017,1871,"Andoy",2136.96,4908,-15,61,62.3,1847.183,42,0,16476.853,15421.9374,2660.273,14
2017,2024,"Berlevag",1319.16,991,-3,9,63.9,2431.304,76,0,16164.1938,15452.2021,1305.7985,14
2017,2023,"Gamvik",1688.92,1137,7,28,60.2,2391.313,74,0,8315.5304,7093.7843,3148.6702,14
2017,1874,"Moskenes",1473.84,1073,3,28,64.4,1651.719,24,0,8174.658,6937.46,1910.7892,14
2017,1805,"Narvik",200.61,18756,10,204,63.6,1848.003,43,0,1.247,1.247,0,14
2017,2020,"Porsanger",1123.38,3971,-9,51,62.9,2256.224,71,0,554.3867,554.3867,490.0492,14
2017,1856,"Rost",3361.27,535,-5,12,68.1,1573.298,20,0,16177.7806,15094.4746,5461.1395,14
2017,2003,"Vadso",705.34,6154,-29,91,64.3,2551.576,80,0,466.1246,466.1246,323.8731,14
2017,1857,"Vaeroy",1805.51,744,1,NA,65.8,1625.878,22,0,27799.8415,9312.7036,919.5059,14
2017,2002,"Vardo",1886.91,2104,-2,46,58,2528.722,79,0,6238.1637,6169.1325,2990.0875,14
2018,1871,"Andoy",2136.96,4902,-39,58,63.4,1847.183,42,0,16093.61551,15770.45714,3711.5573,14
2018,2024,"Berlevag",1319.16,983,0,NA,63.9,2431.304,76,0,14242.28427,12595.272,1498.89552,14
2018,2023,"Gamvik",1688.92,1153,-7,24,61.6,2391.313,74,0,8667.50607,7948.04634,3236.88916,14
2018,1874,"Moskenes",1473.84,1068,-7,26,64.5,1651.719,24,0,7647.57525,6440.52443,1373.28469,14
2018,2020,"Porsanger",1123.38,3964,6,54,63.1,2256.224,71,0,723.84591,723.84591,649.07566,14
2018,1856,"Rost",3361.27,517,-2,6,69.9,1573.298,20,0,14059.90777,12904.95058,4356.81921,14
2018,2003,"Vadso",705.34,6033,-26,94,64.7,2551.576,80,0,361.04895,361.04895,111.21977,14
2018,1857,"Vaeroy",1805.51,746,8,14,67.2,1625.878,22,0,18381.76788,8572.01316,1405.52397,14
2018,2002,"Vardo",1886.91,2110,-3,49,58.8,2528.722,79,0,5955.01754,5881.65238,2924.05325,14
