"year","municip_number","municip","sea_area","population","popgrowth","unemployed","percent_wforce","distance","distance_rank","aqua_prod_ton","total_catch_ton","total_catch_ton_coast","total_catch_ton_11m","totobs"
2014,1929,"Berg",836.66,918,1,26,66.4,1910.705,52,1673.129041,26642.9082,16011.471,3873.7411,14
2014,1931,"Lenvik",702.95,11557,0,104,65.9,1925.114,54,8145.712187,4356.6206,4158.338,1867.4045,14
2014,1936,"Karlsoy",4796.75,2334,-2,33,64.2,2036.172,59,12658.95598,14738.0617,12577.4571,5488.463,14
2014,1938,"Lyngen",487.07,2992,5,33,65.2,2039.693,60,1117.893985,496.5471,496.5471,59.3856,14
2014,1940,"Kafjord",124.17,2221,-17,41,63.7,2051.994,61,1068.254918,122.1118,122.1118,120.3512,14
2014,1941,"Skjervoy",1088,2881,-9,72,63.6,2077.385,62,11900.19455,3330.1658,1854.7936,923.8218,14
2014,1942,"Nordreisa",243.72,4854,17,75,68.4,2083.479,63,2600.90094,321.7371,321.7371,292.6271,14
2014,1943,"Kvaenangen",573.01,1234,-8,18,60.6,2110.984,64,18028.502448,172.3151,172.3151,159.4584,14
2014,1804,"Bodo",3431.45,49731,155,695,71.1,1625.878,22,1306.780987,1379.7514,1379.7514,909.9283,14
2014,1805,"Narvik",200.61,18705,11,314,65.7,1848.003,43,1846.597281,2.5957,2.5957,0.0867,14
2014,1811,"Bindal",641.29,1503,-11,24,59.9,1333.778,1,11077.227009,98.7438,98.7438,90.7439,14
2014,1812,"Somna",594.84,2047,15,20,68.2,1341.503,2,1834.54575,0.18,0.18,0.18,14
2014,1813,"Bronnoy",1052.81,7897,17,138,68.8,1359.248,3,7545.11599,307.8876,307.8876,225.972,14
2014,1815,"Vega",2756.44,1223,-5,18,67.5,1375.174,4,6543.59506,149.477,149.477,132.5609,14
2014,1816,"Vevelstad",122.2,495,2,NA,64.5,1379.621,5,3974.87531,0.1938,0.1938,0.1938,14
2014,1818,"Heroy",2197.73,1733,12,86,63.6,1418.72,8,8904.930968,247.2866,247.2866,177.4787,14
2014,1820,"Alstahaug",397.61,7394,19,117,65,1400.557,6,7133.173703,0,0,0,14
2014,1824,"Vefsn",101.49,13286,22,185,67.9,1409.307,7,2689.282299,0.15,0.15,0.15,14
2014,1827,"Donna",567.37,1420,-3,22,63.3,1438.247,9,4682.794409,652.3838,652.3838,370.2026,14
2014,1828,"Nesna",219.63,1902,-4,26,62.7,1455.901,12,3572.759036,27.307,27.307,22.8205,14
2014,1833,"Rana",128.29,25943,50,333,66.8,1502.259,15,1472.815242,155.4664,155.4664,4.062,14
2014,1834,"Luroy",1072.51,1901,10,44,68.2,1467.93,13,9180.472869,292.1703,292.1703,162.3571,14
2014,1835,"Traena",1777.3,489,3,8,67.5,1468.945,14,2703.367972,8136.4626,2966.6816,586.4127,14
2014,1836,"Rodoy",2391.77,1305,-9,15,68.2,1502.26,16,25627.413763,937.7021,937.7021,648.9198,14
2014,1837,"Meloy",1872.46,6491,-27,146,65.2,1505.621,18,12091.134997,671.2805,671.2805,292.3343,14
2014,1838,"Gildeskal",837.6,2023,17,32,64.1,1509.91,19,16813.986453,144.2431,144.2431,32.7239,14
2014,1840,"Saltdal",29.77,4690,13,92,64.3,1502.261,17,958.565507,0,0,0,14
2014,1841,"Fauske",84.29,9556,4,161,65.8,1625.878,22,1803.549195,39.7521,39.7521,29.1158,14
2014,1845,"Sorfold",192.04,1987,-4,39,60.5,1711.852,28,12386.482827,65.9588,65.9588,31.6323,14
2014,1848,"Steigen",2475.41,2579,-17,40,62.2,1711.846,27,22485.096573,657.1864,657.1864,496.3543,14
2014,1849,"Hamaroy",528.96,1820,-16,22,65.3,1724.582,30,2558.141786,0.3083,0.3083,0.3083,14
2014,1850,"Tysfjord",465.3,2000,9,40,60,1743.794,31,19608.758458,345.2141,345.2141,156.6535,14
2014,1851,"Lodingen",516.46,2248,-18,31,60.9,1754.722,33,5510.65706,21512.373,10659.585,0,14
2014,1854,"Ballangen",260.93,2591,-8,37,56.2,1791.624,35,4577.458963,0,0,0,14
2014,1859,"Flakstad",994.01,1368,-17,23,64.3,1680.052,25,2641.325291,14559.633,14559.633,6980.1609,14
2014,1860,"Vestvagoy",1685.01,10997,41,204,67.4,1703.182,26,1192.253771,14324.8509,13798.4885,4045.0611,14
2014,1865,"Vagan",1608.35,9223,-5,151,67.8,1720.912,29,7113.314657,18727.3232,17180.4108,9071.5292,14
2014,1866,"Hadsel",617.87,8112,3,159,64.7,1753.946,32,12488.698437,2505.178,1157.4651,348.7195,14
2014,1867,"Bo",1579.07,2642,0,64,57.9,1760.852,34,2327.203308,4591.1914,4591.1914,2972.5398,14
2014,1868,"Oksnes",1495.68,4562,26,130,63.5,1803.767,38,7496.743307,33716.716,30818.8775,9539.7597,14
2014,1870,"Sortland",371.13,10129,8,197,66.5,1796.622,36,7159.376,1452.981,1452.981,483.194,14
2015,2004,"Hammerfest",2379.58,10417,-24,175,69.7,2187.8,68,15770.201343,3961.0817,2452.9458,474.1612,14
2015,2012,"Alta",708.22,19898,84,229,65.8,2142.243,66,24729.517729,38.8499,38.8499,29.7974,14
2015,2014,"Loppa",2119.69,989,-9,NA,61.2,2114.266,65,11376.774749,0,0,0,14
2015,2015,"Hasvik",2212.36,1041,15,45,58.1,2145.45,67,5256.382458,17708.1442,13448.7562,5541.1812,14
2015,2017,"Kvalsund",299.43,1049,-5,17,58.3,2196.698,69,918.265366999999,0,0,0,14
2015,2018,"Masoy",2746.77,1241,-2,33,58.1,2246.06,70,1277.780113,31013.5498,18451.2914,7357.2607,14
2015,2019,"Nordkapp",3172.78,3278,9,61,62.6,2302.882,72,3862.343789,18384.1592,10747.7932,3868.0644,14
2015,2022,"Lebesby",2269.84,1343,-5,31,60,2339.808,73,6333.916383,3549.0349,3458.8263,2237.8516,14
2015,2027,"Nesseby",200.5,934,-1,14,59.8,2452.245,77,3170.553708,611.1042,611.1042,552.123,14
2015,2030,"Sor-Varanger",1135.7,10221,-16,153,65.1,2587.5,81,2258.143975,280.059,280.059,238.267,14
2015,1902,"Tromso",2767.33,72681,306,814,70.4,1963.832,58,13912.731627,34170.8704,20742.4021,6425.3463,14
2015,1903,"Harstad",1075.25,24676,-18,289,65.4,1850.033,44,21540.669003,2055.8209,1232.5032,231.8755,14
2015,1911,"Kvaefjord",189.03,3076,-35,34,61.2,1806.774,39,9591.426144,169.9668,169.9668,137.8868,14
2015,1913,"Skanland",85.75,2988,0,32,61,1844.254,41,11295.940477,0.3355,0.3355,0.3355,14
2015,1917,"Ibestad",351.66,1410,8,14,60.7,1875.689,45,9546.823164,0.6888,0.6888,0.498,14
2015,1919,"Gratangen",61.93,1137,-8,9,60.9,1883.657,46,3584.969753,0.2123,0.2123,0.2123,13
2015,1920,"Lavangen",22.93,1008,12,NA,60.4,1896.465,49,1710.438229,0,0,0,14
2015,1923,"Salangen",63.61,2219,15,28,59.3,1900.846,51,5719.122623,0.469,0.469,0,13
2015,1926,"Dyroy",181.21,1154,-9,16,59.1,1900.833,50,5049.261727,0,0,0,14
2015,1927,"Tranoy",414.56,1544,4,11,62,1894.122,48,13688.397471,0,0,0,14
2015,1928,"Torsken",832.68,884,2,20,57.4,1890.295,47,3861.498687,5397.903,4132.5354,832.1447,14
2015,1929,"Berg",836.66,905,-1,NA,64,1910.705,52,14063.058037,20169.3855,11984.6294,2681.0265,14
2015,1931,"Lenvik",702.95,11535,16,93,65.2,1925.114,54,23825.092098,3870.323,3602.9178,1214.9815,14
2015,1936,"Karlsoy",4796.75,2289,-19,23,63.3,2036.172,59,12074.29974,16598.8401,12943.2907,4874.2825,14
2015,1938,"Lyngen",487.07,2922,-14,38,62.3,2039.693,60,2709.209792,388.6885,388.2975,56.3784,14
2015,1940,"Kafjord",124.17,2182,-3,30,62.6,2051.994,61,3988.041962,200.867,200.867,192.7035,14
2015,1941,"Skjervoy",1088,2895,-8,35,63,2077.385,62,6757.609083,6015.6273,2229.1521,937.9638,14
2015,1942,"Nordreisa",243.72,4882,14,72,62.8,2083.479,63,10023.091407,211.795,211.795,182.4523,14
2015,1943,"Kvaenangen",573.01,1226,2,NA,60.1,2110.984,64,2906.603652,345.1761,345.1761,300.299,14
2015,1804,"Bodo",3431.45,50185,69,597,68.9,1625.878,22,4676.24941,1619.6486,699.1456,181.8764,14
2015,1805,"Narvik",200.61,18853,-48,254,63.6,1848.003,43,3264.841836,5.011,5.011,2.569,14
2015,1811,"Bindal",641.29,1482,-3,NA,60.2,1333.778,1,15467.383728,85.7883,85.7883,80.3174,14
2015,1813,"Bronnoy",1052.81,7934,14,129,65.5,1359.248,3,17987.346246,317.0469,317.0469,177.8584,14
2015,1815,"Vega",2756.44,1225,6,16,62.5,1375.174,4,2191.715575,191.9702,191.9702,168.4892,14
2015,1816,"Vevelstad",122.2,510,2,NA,63.4,1379.621,5,6882.954904,0,0,0,14
2015,1818,"Heroy",2197.73,1737,-4,19,60.8,1418.72,8,9011.78061,203.3852,203.3852,169.6896,14
2015,1820,"Alstahaug",397.61,7454,18,97,63.1,1400.557,6,5815.578458,0,0,0,14
2015,1822,"Leirfjord",130.95,2188,0,26,62.7,1441.841,10,88.218569,12.25,12.25,0,14
2015,1824,"Vefsn",101.49,13352,23,168,66.4,1409.307,7,1784.53158,0.0675,0.0675,0.0675,14
2015,1827,"Donna",567.37,1407,-7,8,61.9,1438.247,9,11708.101356,474.4753,474.4753,288.74,14
2015,1828,"Nesna",219.63,1871,-8,22,60.1,1455.901,12,5088.54252,25.5062,25.5062,24.9203,14
2015,1833,"Rana",128.29,26078,-15,293,65.1,1502.259,15,3835.988836,0.976,0.976,0.976,14
2015,1834,"Luroy",1072.51,1917,-1,19,67.8,1467.93,13,11060.563253,312.141,312.073,180.7655,14
2015,1835,"Traena",1777.3,486,2,8,70.8,1468.945,14,1456.412123,9009.7855,2340.0625,458.9887,14
2015,1836,"Rodoy",2391.77,1269,8,9,66,1502.26,16,23630.281838,774.3977,774.3977,488.9636,14
2015,1837,"Meloy",1872.46,6454,6,87,64.6,1505.621,18,10101.387261,619.5177,619.5177,368.1225,14
2015,1838,"Gildeskal",837.6,2014,-8,14,62.7,1509.91,19,18247.356309,333.8362,249.8212,98.5597,14
2015,1840,"Saltdal",29.77,4734,-21,70,63.1,1502.261,17,4560.026337,0.07,0.07,0,14
2015,1841,"Fauske",84.29,9622,-10,134,64.1,1625.878,22,1562.955413,17.8589,17.8589,13.2249,14
2015,1845,"Sorfold",192.04,1953,-4,21,62,1711.852,28,10743.498343,70.0944,70.0944,27.6389,14
2015,1848,"Steigen",2475.41,2507,-11,28,62.8,1711.846,27,18058.3319,691.4089,691.4089,406.0934,14
2015,1849,"Hamaroy",528.96,1811,-11,26,62.4,1724.582,30,958.85655,0,0,0,14
2015,1850,"Tysfjord",465.3,1996,0,23,57.7,1743.794,31,18262.004096,85.8221,85.8221,72.5092,14
2015,1851,"Lodingen",516.46,2160,-3,21,59.3,1754.722,33,6695.620456,18577.9375,7127.7905,45.0776,14
2015,1854,"Ballangen",260.93,2581,-7,30,55.7,1791.624,35,2120.746001,0,0,0,14
2015,1860,"Vestvagoy",1685.01,11140,12,195,64.1,1703.182,26,NA,14554.4109,13976.5919,3548.8856,14
2015,1865,"Vagan",1608.35,9285,34,99,65.8,1720.912,29,NA,20923.5588,19899.4402,11609.4771,14
2015,1866,"Hadsel",617.87,8057,12,129,61.2,1753.946,32,7800.060707,2150.7805,1177.2438,98.3196,14
2015,1867,"Bo",1579.07,2642,4,56,55.2,1760.852,34,5648.764667,3583.649,3311.491,1865.0998,14
2015,1868,"Oksnes",1495.68,4563,-7,129,60.9,1803.767,38,6520.647005,30009.7565,26438.2575,7400.2208,14
2015,1870,"Sortland",371.13,10166,50,172,65.3,1796.622,36,7971.764233,1018.6305,1018.6305,285.3085,14
2015,1874,"Moskenes",1473.84,1070,-2,27,65.1,1651.719,24,477.79166,8034.2224,6572.4687,1606.5463,14
2016,2004,"Hammerfest",2379.58,10455,39,191,69.9,2187.8,68,15690.328341,4887.1883,3266.9188,308.0393,14
2016,2012,"Alta",708.22,20097,98,196,66.5,2142.243,66,26874.818369,27.014,27.014,23.1527,14
2016,2014,"Loppa",2119.69,951,16,9,60.1,2114.266,65,1755.554043,64.6618,64.6618,22.9768,14
2016,2015,"Hasvik",2212.36,1054,-5,45,58.9,2145.45,67,3326.01865,22301.2975,13564.4067,5100.34,14
2016,2017,"Kvalsund",299.43,1035,5,18,59.8,2196.698,69,5621.656376,0,0,0,14
2016,2018,"Masoy",2746.77,1215,-3,38,57.1,2246.06,70,7155.219101,30215.6165,15531.8983,5982.6036,14
2016,2019,"Nordkapp",3172.78,3276,3,67,62.2,2302.882,72,4847.358964,13367.4768,11090.6273,4731.2617,14
2016,2022,"Lebesby",2269.84,1318,5,29,58.2,2339.808,73,13187.755056,3379.1851,3223.729,2164.7288,14
2016,2027,"Nesseby",200.5,959,-6,14,57.6,2452.245,77,5661.952868,271.2921,271.2921,268.7199,14
2016,2030,"Sor-Varanger",1135.7,10227,-16,188,66.6,2587.5,81,2142.776713,440.9803,440.9803,393.7632,14
2016,1902,"Tromso",2767.33,73480,296,760,70.7,1963.832,58,17424.863817,34786.0904,24849.6365,7304.5911,14
2016,1903,"Harstad",1075.25,24695,47,294,65.4,1850.033,44,17325.681362,1706.2248,1228.423,186.9884,14
2016,1911,"Kvaefjord",189.03,3029,-3,31,61.6,1806.774,39,7459.150973,158.0057,158.0057,97.0695,14
2016,1913,"Skanland",85.75,3041,9,53,61.1,1844.254,41,3926.087421,0,0,0,14
2016,1917,"Ibestad",351.66,1403,-1,10,59.1,1875.689,45,13589.719928,0.3825,0.3825,0,14
2016,1919,"Gratangen",61.93,1137,-14,13,60.6,1883.657,46,4176.625472,0,0,0,13
2016,1920,"Lavangen",22.93,1051,7,13,58.8,1896.465,49,4741.566809,0,0,0,14
2016,1923,"Salangen",63.61,2230,-17,21,60.8,1900.846,51,671.565394,0,0,0,13
2016,1926,"Dyroy",181.21,1158,-4,17,59.1,1900.833,50,17191.127883,0,0,0,14
2016,1927,"Tranoy",414.56,1543,-3,18,62.1,1894.122,48,18274.447386,0,0,0,14
2016,1928,"Torsken",832.68,913,1,12,58.9,1890.295,47,9876.520029,5345.9129,4434.6514,788.6859,14
2016,1929,"Berg",836.66,915,0,10,65.3,1910.705,52,6650.728897,20378.4858,13461.7865,2121.8374,14
2016,1931,"Lenvik",702.95,11618,-15,125,65,1925.114,54,9105.622742,3734.6562,3518.2494,1081.8299,14
2016,1936,"Karlsoy",4796.75,2282,1,38,62.1,2036.172,59,9271.767186,13398.4092,9645.5927,3332.621,14
2016,1938,"Lyngen",487.07,2861,13,32,61.7,2039.693,60,1054.673723,384.7462,384.7462,56.3792,14
2016,1940,"Kafjord",124.17,2150,-8,31,62.6,2051.994,61,1651.429673,130.4095,130.4095,125.003,14
2016,1941,"Skjervoy",1088,2920,-16,34,63.1,2077.385,62,19530.713428,4121.2523,2087.63,923.8372,14
2016,1942,"Nordreisa",243.72,4895,-5,60,62.7,2083.479,63,722.076194,194.0304,194.0304,180.1146,14
2016,1943,"Kvaenangen",573.01,1231,2,13,59.8,2110.984,64,10459.894701,339.0626,339.0626,302.7643,14
2016,1804,"Bodo",3431.45,50488,80,488,69.2,1625.878,22,6366.959747,523.6387,523.6387,286.8067,14
2016,1805,"Narvik",200.61,18787,-27,245,63.6,1848.003,43,416.946021,1.836,1.836,0,14
2016,1811,"Bindal",641.29,1465,10,13,60.8,1333.778,1,18479.737627,111.2793,111.2793,96.3367,14
2016,1812,"Somna",594.84,2031,3,17,65.8,1341.503,2,664.515414,0,0,0,14
2016,1813,"Bronnoy",1052.81,7962,-32,141,65.5,1359.248,3,10156.519455,411.1861,411.1861,293.4188,14
2016,1815,"Vega",2756.44,1244,2,11,62.3,1375.174,4,5952.267679,187.8922,187.8922,152.8011,14
2016,1816,"Vevelstad",122.2,507,-1,NA,60.7,1379.621,5,4584.052021,0,0,0,14
2016,1818,"Heroy",2197.73,1743,16,22,62.3,1418.72,8,12404.904322,265.7307,265.7307,219.3892,14
2016,1820,"Alstahaug",397.61,7437,9,82,64.5,1400.557,6,8742.321288,0,0,0,14
2016,1822,"Leirfjord",130.95,2216,-10,31,63.6,1441.841,10,3696.745341,13.2,13.2,0,14
2016,1824,"Vefsn",101.49,13427,-28,112,66.3,1409.307,7,2364.836695,0,0,0,14
2016,1827,"Donna",567.37,1402,9,5,62.5,1438.247,9,11446.670452,368.328,368.328,297.4974,14
2016,1828,"Nesna",219.63,1838,0,11,62.3,1455.901,12,2476.427174,5.3286,5.3286,1.2663,14
2016,1833,"Rana",128.29,26039,39,285,65.5,1502.259,15,2871.541914,0.1037,0.1037,0,14
2016,1834,"Luroy",1072.51,1923,18,38,64.5,1467.93,13,12133.26575,251.5749,251.5149,159.4369,14
2016,1835,"Traena",1777.3,478,-7,9,66,1468.945,14,2531.493804,8167.2144,2215.8764,645.4112,14
2016,1836,"Rodoy",2391.77,1268,-8,NA,66,1502.26,16,9554.862769,713.2439,713.2439,417.3002,14
2016,1837,"Meloy",1872.46,6471,-15,86,64.2,1505.621,18,13718.700027,600.3729,600.3729,401.3908,14
2016,1838,"Gildeskal",837.6,2043,-4,17,62.2,1509.91,19,15284.145419,93.3592,93.3592,38.7656,14
2016,1840,"Saltdal",29.77,4700,-8,58,63.7,1502.261,17,4691.80958,0.2648,0.2648,0,14
2016,1841,"Fauske",84.29,9604,14,94,64.6,1625.878,22,1986.211462,0,0,0,14
2016,1845,"Sorfold",192.04,1963,-7,24,62.8,1711.852,28,7700.553554,66.6564,66.6564,24.6357,14
2016,1848,"Steigen",2475.41,2543,2,26,62.9,1711.846,27,18608.615291,687.6789,687.6789,460.3337,14
2016,1849,"Hamaroy",528.96,1824,7,46,63.8,1724.582,30,5379.646794,0,0,0,14
2016,1850,"Tysfjord",465.3,1974,-2,25,57,1743.794,31,15399.565426,117.3934,117.3934,111.8959,14
2016,1851,"Lodingen",516.46,2144,-16,33,60.1,1754.722,33,6548.3441,15941.7636,6815.2336,375.3226,14
2016,1854,"Ballangen",260.93,2556,-8,25,55.5,1791.624,35,6550.89601,0,0,0,14
2016,1859,"Flakstad",994.01,1336,20,37,64.8,1680.052,25,1498.282052,10696.1431,10696.1431,4016.4186,14
2016,1860,"Vestvagoy",1685.01,11198,-12,203,65.2,1703.182,26,1808.757632,11266.4411,10689.5014,2717.9729,14
2016,1865,"Vagan",1608.35,9350,7,116,65.6,1720.912,29,4952.483417,18978.575,17939.6921,8496.6898,14
2016,1866,"Hadsel",617.87,8082,-24,85,61.9,1753.946,32,11543.648395,2414.9954,856.9706,130.0726,14
2016,1867,"Bo",1579.07,2632,-15,47,56.7,1760.852,34,3836.784777,3520.2056,3262.0034,1889.5251,14
2016,1868,"Oksnes",1495.68,4529,27,106,61.5,1803.767,38,8236.212294,29313.8358,25595.5899,8523.0368,14
2016,1870,"Sortland",371.13,10214,69,166,64.5,1796.622,36,4518.406572,251.533,251.533,0.387,14
2017,2004,"Hammerfest",2379.58,10527,55,162,70.3,2187.8,68,15328.573511,6555.1556,4544.1726,498.6413,14
2017,2012,"Alta",708.22,20446,60,190,67.1,2142.243,66,19968.982645,43.9571,43.9571,39.9527,14
2017,2014,"Loppa",2119.69,968,-26,11,60,2114.266,65,18562.128838,1395.4877,1327.3927,796.3958,14
2017,2015,"Hasvik",2212.36,1037,-7,51,57.3,2145.45,67,3082.923567,18980.5945,12487.169,6066.8932,14
2017,2017,"Kvalsund",299.43,1027,7,21,58.5,2196.698,69,8966.647877,0,0,0,14
2017,2018,"Masoy",2746.77,1204,21,22,59.8,2246.06,70,12002.508783,30524.3866,17252.8573,5243.2374,14
2017,2019,"Nordkapp",3172.78,3291,-16,62,63.5,2302.882,72,6635.187029,18506.5334,12500.4672,4657.8687,14
2017,2022,"Lebesby",2269.84,1330,15,17,60.5,2339.808,73,8458.31265,3320.2438,3290.1818,1865.9806,14
2017,2027,"Nesseby",200.5,951,2,11,58,2452.245,77,9807.316223,598.7989,597.2001,582.0331,14
2017,2028,"Batsfjord",1379.46,2267,6,40,64.6,2476.448,78,3304.081298,17331.2127,9619.7595,2926.6612,14
2017,2030,"Sor-Varanger",1135.7,10199,-11,136,66.1,2587.5,81,NA,623.6588,623.6588,599.6259,14
2017,1902,"Tromso",2767.33,74541,499,609,71.1,1963.832,58,18023.708898,34666.4438,23954.1409,4987.1217,14
2017,1903,"Harstad",1075.25,24845,9,212,66,1850.033,44,29901.106657,1882.3199,704.3805,274.9115,14
2017,1911,"Kvaefjord",189.03,2986,-9,25,62.1,1806.774,39,4151.72005,77.4026,77.4026,33.0222,14
2017,1913,"Skanland",85.75,3048,-2,28,60.8,1844.254,41,12531.227105,0,0,0,14
2017,1917,"Ibestad",351.66,1394,9,26,58.4,1875.689,45,15299.263857,0.2579,0.2579,0,14
2017,1919,"Gratangen",61.93,1121,10,16,61,1883.657,46,3216.945127,0,0,0,13
2017,1920,"Lavangen",22.93,1076,4,12,59.3,1896.465,49,5568.834216,0,0,0,14
2017,1923,"Salangen",63.61,2220,21,15,61.4,1900.846,51,1042.008226,0,0,0,13
2017,1926,"Dyroy",181.21,1138,3,15,56.5,1900.833,50,6600.940513,0,0,0,14
2017,1927,"Tranoy",414.56,1540,4,10,61.5,1894.122,48,5143.142119,0,0,0,14
2017,1928,"Torsken",832.68,921,2,19,59.3,1890.295,47,13136.901136,4185.4325,3703.267,604.5924,14
2017,1929,"Berg",836.66,914,-11,NA,67.6,1910.705,52,16681.766203,26215.3489,14848.2999,1743.2912,14
2017,1931,"Lenvik",702.95,11697,26,95,66,1925.114,54,12842.148979,4678.5651,4387.533,1128.9821,14
2017,1936,"Karlsoy",4796.75,2273,6,22,62.5,2036.172,59,19673.158398,12573.8942,7445.978,2876.993,14
2017,1938,"Lyngen",487.07,2876,0,23,62.6,2039.693,60,4712.700525,379.8928,379.8928,9.2478,14
2017,1940,"Kafjord",124.17,2132,9,30,63,2051.994,61,2625.382134,133.2153,133.2153,127.4255,14
2017,1941,"Skjervoy",1088,2912,-9,29,65.1,2077.385,62,14979.700646,7821.5598,3987.0046,2066.3806,14
2017,1942,"Nordreisa",243.72,4919,0,58,62.7,2083.479,63,2593.190888,209.0182,209.0182,192.1298,14
2017,1943,"Kvaenangen",573.01,1233,4,13,60.9,2110.984,64,9692.142276,229.8803,229.8803,225.7526,14
2017,1804,"Bodo",3431.45,51022,101,396,69.8,1625.878,22,11617.948237,3403.4191,1883.5411,327.286,14
2017,1811,"Bindal",641.29,1473,3,10,61.6,1333.778,1,24436.006931,114.1829,114.1829,99.0715,14
2017,1812,"Somna",594.84,2047,3,11,64.6,1341.503,2,3967.874164,0,0,0,14
2017,1813,"Bronnoy",1052.81,7956,-6,77,65.3,1359.248,3,12554.246763,301.6343,301.6343,200.275,14
2017,1815,"Vega",2756.44,1234,-5,5,64.2,1375.174,4,3407.408171,142.8671,142.8671,118.5296,14
2017,1816,"Vevelstad",122.2,528,-5,3,61.6,1379.621,5,3862.184978,0,0,0,14
2017,1818,"Heroy",2197.73,1788,-6,23,62,1418.72,8,13865.990856,179.6752,179.6752,148.4033,14
2017,1820,"Alstahaug",397.61,7428,16,88,63.6,1400.557,6,2548.072571,0,0,0,14
2017,1822,"Leirfjord",130.95,2278,-1,25,63.7,1441.841,10,1185.792715,13.365,13.365,0,14
2017,1824,"Vefsn",101.49,13465,19,67,66.7,1409.307,7,2477.28239,0,0,0,14
2017,1827,"Donna",567.37,1410,-13,10,62.9,1438.247,9,15062.580784,601.6462,601.6462,341.5743,14
2017,1828,"Nesna",219.63,1837,23,18,63,1455.901,12,2099.367216,6.0016,6.0016,0,14
2017,1833,"Rana",128.29,26101,27,204,66.1,1502.259,15,7141.994147,2.0406,2.0406,0.8681,14
2017,1834,"Luroy",1072.51,1920,7,7,66.5,1467.93,13,17954.215234,173.7112,173.7112,99.7668,14
2017,1835,"Traena",1777.3,465,-8,NA,69.7,1468.945,14,1450.60064,6048.0607,2004.5407,303.971,14
2017,1836,"Rodoy",2391.77,1267,-6,7,67.2,1502.26,16,12329.393695,593.0948,593.0948,309.0912,14
2017,1837,"Meloy",1872.46,6435,-30,54,65.3,1505.621,18,11603.015292,519.1036,519.1036,368.0527,14
2017,1838,"Gildeskal",837.6,2024,-6,11,63.9,1509.91,19,13835.342188,27.8654,27.8654,11.1931,14
2017,1840,"Saltdal",29.77,4702,50,44,65.2,1502.261,17,2239.712084,0,0,0,14
2017,1841,"Fauske",84.29,9729,31,82,64.8,1625.878,22,1665.406915,1.4165,1.4165,0.2415,14
2017,1845,"Sorfold",192.04,1958,7,19,61.2,1711.852,28,9202.615661,66.6722,66.6722,13.8165,14
2017,1848,"Steigen",2475.41,2543,-9,18,62.5,1711.846,27,20875.791742,497.7428,497.7428,349.3585,14
2017,1849,"Hamaroy",528.96,1810,-16,19,63.9,1724.582,30,2223.077885,0,0,0,14
2017,1850,"Tysfjord",465.3,1960,1,33,58,1743.794,31,6671.599393,127.5795,127.5795,113.5055,14
2017,1851,"Lodingen",516.46,2134,-1,22,57.9,1754.722,33,7335.240152,14841.2671,6403.6531,356.1355,14
2017,1854,"Ballangen",260.93,2554,-3,26,53.6,1791.624,35,7280.738337,0,0,0,14
2017,1859,"Flakstad",994.01,1349,-10,34,62.8,1680.052,25,1961.83013,10839.1845,10839.1845,3771.0363,14
2017,1860,"Vestvagoy",1685.01,11294,23,162,66.6,1703.182,26,4220.969679,12494.6718,11892.8501,3899.6971,14
2017,1865,"Vagan",1608.35,9444,62,127,66,1720.912,29,4478.682029,21469.1884,17452.9849,7412.5203,14
2017,1866,"Hadsel",617.87,8009,8,73,62,1753.946,32,12793.400349,570.121,325.8267,181.2461,14
2017,1867,"Bo",1579.07,2624,-2,28,58.5,1760.852,34,7579.806096,2800.7034,2470.0228,1276.4829,14
2017,1868,"Oksnes",1495.68,4580,14,76,62.4,1803.767,38,9998.5837,27125.3317,20275.8656,7147.1917,14
2017,1870,"Sortland",371.13,10378,33,106,65.7,1796.622,36,7631.004864,23.7208,23.7208,12.7195,14
2018,2004,"Hammerfest",2379.58,10533,-5,140,70.3,2187.8,68,20454.635399,5962.80889,4133.47464,402.6782,14
2018,2012,"Alta",708.22,20635,18,226,67.7,2142.243,66,24107.928652,175.62422,175.62422,142.57551,14
2018,2014,"Loppa",2119.69,941,-14,18,59.6,2114.266,65,6756.424568,1757.30846,1757.30846,1167.4009,14
2018,2015,"Hasvik",2212.36,1022,-5,57,59.6,2145.45,67,8718.427188,13909.2459,11797.82915,6018.88681,14
2018,2017,"Kvalsund",299.43,1027,0,15,57.7,2196.698,69,12590.853362,0,0,0,14
2018,2018,"Masoy",2746.77,1231,18,26,61.5,2246.06,70,9653.859332,34302.78549,17845.87606,6881.88268,14
2018,2019,"Nordkapp",3172.78,3239,-11,69,64.2,2302.882,72,4175.54616,25615.48853,13665.35162,5930.35609,14
2018,2022,"Lebesby",2269.84,1349,7,17,62.5,2339.808,73,2932.602314,6011.45441,5762.21456,3563.42129,14
2018,2027,"Nesseby",200.5,944,-1,7,60.7,2452.245,77,4736.356949,430.29843,430.29843,417.727,14
2018,2028,"Batsfjord",1379.46,2263,7,75,64.7,2476.448,78,NA,18195.46381,9397.96843,2241.29773,14
2018,2030,"Sor-Varanger",1135.7,10171,-34,112,67.9,2587.5,81,2656.962647,553.95998,553.95998,530.20155,14
2018,1902,"Tromso",2767.33,75638,329,634,71.4,1963.832,58,13114.665396,31645.24798,23774.96278,5602.67516,14
2018,1903,"Harstad",1075.25,24820,-30,274,66.1,1850.033,44,15223.198726,729.87606,729.87606,505.41573,14
